,name,rating,reviews,ctype,hq,old,employees
4,Sun Pharma Labor...,4.2,(214 Reviews),"Mumbai,Maharashtra + 33 more",39 years old,10k-50k Employees (India),
5,National Stock E...,3.6,(214 Reviews),Private,"Mumbai,Maharashtra + 23 more",30 years old,501-1k Employees (India)
6,Dynacons Systems...,3.8,(214 Reviews),Private,"Mumbai,Maharashtra + 43 more",27 years old,1k-5k Employees (India)
7,Krsnaa Diagnosti...,3.7,(214 Reviews),Private,"Pune,Maharashtra + 35 more",12 years old,51-200 Employees (India)
8,Micro Focus,4.0,(213 Reviews),Private,"Newbury,West Berkshire + 5 more",46 years old,1k-5k Employees (India)
9,Essilor,4.0,(213 Reviews),Private,Charenton-le-Pont + 30 more,173 years old,501-1k Employees (India)
10,American Axle & ...,4.2,(213 Reviews),Private,"Detroit,Michigan + 8 more",28 years old,501-1k Employees (India)
11,People Tech Grou...,3.4,(213 Reviews),Private,Redmond + 5 more,16 years old,1k-5k Employees (India)
12,Rajsriya Automot...,3.1,(213 Reviews),Private,"Hosur,Tamil Nadu + 7 more",45 years old,501-1k Employees (India)
13,ACG Associated C...,4.0,(213 Reviews),"Mumbai,Maharashtra + 9 more",58 years old,1k-5k Employees (India),
14,Gallagher Offsho...,4.1,(213 Reviews),Private,Pune + 4 more,16 years old,11-50 Employees (India)
15,Maharashtra Hybr...,4.0,(213 Reviews),Private,"Jalna,Maharashtra + 45 more",58 years old,1k-5k Employees (India)
16,Alicon Castalloy,3.8,(213 Reviews),Public,"Pune,Maharashtra + 7 more",32 years old,501-1k Employees (India)
17,Kailash Hospital,4.1,(213 Reviews),Public,Noida + 16 more,38 years old,5k-10k Employees (India)
18,ESDS Software So...,4.1,(213 Reviews),Private,"Nashik,Maharashtra + 10 more",17 years old,501-1k Employees (India)
19,Gainwell Commosa...,4.1,(213 Reviews),Private,"Kolkata,West Bengal + 39 more",78 years old,1k-5k Employees (India)
20,Rane Brake Linin...,4.2,(213 Reviews),Public,"Chennai,Tamil Nadu + 12 more",58 years old,201-500 Employees (India)
21,Boehringer-Ingel...,4.1,(213 Reviews),Private,Ingelheim + 34 more,137 years old,1k-5k Employees (India)
22,Parksons Packagi...,4.1,(213 Reviews),Private,"Mumbai,Maharashtra + 16 more",26 years old,501-1k Employees (India)
23,Elentec India,3.9,(213 Reviews),Private,"Hwasung City,South Korea + 14 more",40 years old,11-50 Employees (India)
24,Zimetrics Techno...,4.7,(213 Reviews),"Pune,Maharashtra + 4 more",7 years old,201-500 Employees (India),
25,Sri Aurobindo So...,3.6,(213 Reviews),NGO/NPO,"Pondicherry/Puducherry,Tamil Nadu + 13 more",62 years old,201-500 Employees (India)
26,Muthoot Pappacha...,4.0,(3.3k Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 61 more",135 years old,10k-50k Employees (India)
27,Religare,3.9,(1.7k Reviews),Public,"New Delhi,Delhi + 55 more",38 years old,10k-50k Employees (India)
28,Orix Auto Infras...,4.3,(212 Reviews),Public,"Mumbai,Maharashtra + 16 more",27 years old,201-500 Employees (India)
29,Mirza Internatio...,4.1,(212 Reviews),Public,"Kanpur,Uttar Pradesh + 24 more",43 years old,1k-5k Employees (India)
0,Roop Automotives,4.4,(212 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",32 years old,501-1k Employees (India)
1,Conviction HR,4.7,(212 Reviews),Private,Mumbai + 8 more,10 years old,501-1k Employees (India)
2,AIS Glass Soluti...,3.7,(212 Reviews),Private,Gurgaon + 25 more,38 years old,51-200 Employees (India)
3,Orix Auto Infras...,4.3,(212 Reviews),Public,"Mumbai,Maharashtra + 16 more",27 years old,201-500 Employees (India)
4,Mungi Group,3.7,(212 Reviews),Private,"Pune,Maharashtra + 4 more",38 years old,201-500 Employees (India)
5,Carl Zeiss,3.8,(212 Reviews),Private,Stuttgart + 21 more,13 years old,501-1k Employees (India)
6,Mirza Internatio...,4.1,(212 Reviews),Public,"Kanpur,Uttar Pradesh + 24 more",43 years old,1k-5k Employees (India)
7,Ciena,4.3,(212 Reviews),Private,"Hanover,Maryland + 8 more",30 years old,1k-5k Employees (India)
8,Testbook.com,3.7,(212 Reviews),Private,"Mumbai,Maharashtra + 12 more",8 years old,501-1k Employees (India)
9,Astral Polytechn...,4.2,(211 Reviews),Public,"Ahmedabad,Gujarat + 40 more",26 years old,501-1k Employees (India)
10,Gopaljee Dairy F...,3.9,(211 Reviews),Private,"Noida,Uttar Pradesh + 28 more",33 years old,501-1k Employees (India)
11,National Organic...,4.1,(211 Reviews),Public,"Mumbai,Maharashtra + 10 more",47 years old,51-200 Employees (India)
12,Aeronautical Dev...,4.2,(211 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",38 years old,51-200 Employees (India)
13,Nitco,4.3,(211 Reviews),Public,"Mumbai,Maharashtra + 37 more",69 years old,1k-5k Employees (India)
14,Kokuyo Camlin,3.9,(211 Reviews),Public,"Mumbai,Maharashtra + 41 more",91 years old,1k-5k Employees (India)
15,Polybond India,3.9,(211 Reviews),Private,"Pune,Maharashtra + 6 more",44 years old,1k-5k Employees (India)
16,Origo Commoditie...,3.9,(211 Reviews),Private,"Gurgaon,Haryana + 43 more",12 years old,1k-5k Employees (India)
17,Religare Finvest,4.5,(211 Reviews),Public,"Delhi/NCR,Delhi + 32 more",16 years old,1k-5k Employees (India)
18,Four Points By S...,4.5,(211 Reviews),"Bethesda,Maryland + 27 more",27 years old,501-1k Employees (India),
19,Mavenir Systems,3.9,(211 Reviews),Private,"Richardson,Texas + 10 more",5 years old,1k-5k Employees (India)
20,NTT-Netmagic,4.2,(211 Reviews),Private,"Mumbai,Maharashtra + 11 more",24 years old,201-500 Employees (India)
21,Altruist Custome...,3.3,(211 Reviews),Panchkula + 12 more,12 years old,10k-50k Employees (Global),
22,Clariant Chemica...,4.3,(211 Reviews),Public,"Muttenz,Bael-Country + 15 more",27 years old,501-1k Employees (India)
23,Global Indian In...,4.2,(211 Reviews),Private,Singapore + 15 more,14 years old,201-500 Employees (India)
24,TravelTriangle,4.1,(211 Reviews),Private,"Noida,Uttar Pradesh + 6 more",12 years old,51-200 Employees (India)
25,Hitachi Consulti...,4.0,(211 Reviews),Private,"Dallas,Texas + 9 more",22 years old,1k-5k Employees (India)
26,Ksb Pumps,3.9,(210 Reviews),Private,"Frankenthal,Rhineland-Palatinate + 29 more",151 years old,1k-5k Employees (India)
27,BYJU'S Exam Prep,4.1,(210 Reviews),Private,"Noida,Uttar Pradesh + 12 more",7 years old,501-1k Employees (India)
28,GKC Projects,4.1,(210 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 24 more",26 years old,501-1k Employees (India)
29,Powerica,4.2,(210 Reviews),Private,"Mumbai,Maharashtra + 21 more",38 years old,501-1k Employees (India)
0,Health Total,3.5,(210 Reviews),Private,"Mumbai,Maharashtra + 10 more",25 years old,11-50 Employees (India)
1,2COMS,3.7,(210 Reviews),Private,"Kolkata,West Bengal + 33 more",23 years old,10k-50k Employees (India)
2,Lotus Herbals,4.3,(210 Reviews),Private,"Mumbai,Maharashtra + 33 more",29 years old,1k-5k Employees (India)
3,MT Educare,3.5,(210 Reviews),Public,"Mumbai,Maharashtra + 21 more",34 years old,1k-5k Employees (India)
4,Reliance Money,4.3,(210 Reviews),Private,"Mumbai,Maharashtra + 41 more",16 years old,51-200 Employees (India)
5,Prime Focus,3.6,(520 Reviews),Public,Mumbai + 11 more,25 years old,1k-5k Employees (India)
6,Red Hat,4.5,(210 Reviews),Private,"Raleigh,North Carolina + 5 more",29 years old,1k-5k Employees (India)
7,Healthcare At Ho...,4.3,(209 Reviews),Private,"Noida,Uttar Pradesh + 23 more",10 years old,201-500 Employees (India)
8,Indiabulls Real ...,4.4,(209 Reviews),Public,"Mumbai,Maharashtra + 18 more",16 years old,501-1k Employees (India)
9,Azmeel Contracti...,3.5,(209 Reviews),Private,Al Jubail + 7 more,34 years old,1k-5k Employees (India)
10,Army Medical Cor...,4.6,(209 Reviews),Govt Organisation,"Delhi/NCR,Delhi + 33 more",258 years old,50k-1 Lakh Employees (India)
11,NTTF,4.0,(209 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 29 more",59 years old,501-1k Employees (India)
12,Louis Philippe,4.3,(209 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 55 more",33 years old,1k-5k Employees (India)
13,Tommy Hilfiger,4.3,(209 Reviews),Private,"Amsterdam,North Holland + 36 more",37 years old,1k-5k Employees (India)
14,SML Isuzu,4.1,(209 Reviews),Public,"Chandigarh,Chandigarh + 33 more",37 years old,501-1k Employees (India)
15,Jeeves Consumer ...,4.0,(209 Reviews),Private,"Bangalore,Karnataka + 39 more",15 years old,5k-10k Employees (India)
16,Stryker,4.3,(209 Reviews),Public,"Kalamazoo,Michigan + 14 more",81 years old,1k-5k Employees (India)
17,Caretel Infotech,3.6,(209 Reviews),Private,"Delhi/NCR,New Delhi + 8 more",18 years old,5k-10k Employees (Global)
18,Smart Value Prod...,4.4,(209 Reviews),Private,"Delhi/NCR,Delhi + 52 more",16 years old,51-200 Employees (India)
19,McAfee,3.9,(216 Reviews),Private,"Santa Clara,California + 7 more",35 years old,1k-5k Employees (India)
20,Roche Diagnostic...,3.9,(214 Reviews),Private,"Basel,Basel City + 24 more",126 years old,201-500 Employees (India)
21,Amul Dairy,4.1,(208 Reviews),Private,Anand + 53 more,74 years old,1 Lakh+ Employees (India)
22,Supermax Persona...,3.7,(208 Reviews),Private,"Dubai,Dubai + 39 more",73 years old,1k-5k Employees (India)
23,Mitsubishi Elect...,4.6,(208 Reviews),Public,New Delhi + 9 more,64 years old,501-1k Employees (Global)
24,Pon Pure Chemica...,4.1,(208 Reviews),Private,"Chennai,Tamil Nadu + 28 more",41 years old,1k-5k Employees (India)
25,Gilbarco Veeder ...,3.8,(208 Reviews),Private,Greensboro + 26 more,157 years old,1k-5k Employees (India)
26,Madura Micro Fin...,4.2,(208 Reviews),Private,"Chennai,Tamil Nadu + 64 more",16 years old,501-1k Employees (India)
27,Asian Granito In...,3.9,(208 Reviews),Public,"Ahmedabad,Gujrat + 37 more",22 years old,1k-5k Employees (India)
28,Windlas Biotech,3.9,(208 Reviews),Gurugram + 8 more,21 years old,501-1k Employees (India),
29,Titan Laboratori...,3.8,(208 Reviews),Private,"Mumbai,Maharashtra + 9 more",18 years old,201-500 Employees (India)
0,Amul Dairy,4.1,(208 Reviews),Private,Anand + 53 more,74 years old,1 Lakh+ Employees (India)
1,Magma HDI Genera...,4.2,(208 Reviews),JV,"Mumbai,Maharashtra + 59 more",10 years old,1k-5k Employees (India)
2,Writer Corporati...,3.7,(786 Reviews),Private,"Mumbai,Maharashtra + 35 more",69 years old,10k-50k Employees (India)
3,ICRA,3.7,(314 Reviews),Public,"Gurgaon/Gurugram,Haryana + 12 more",31 years old,201-500 Employees (India)
4,Wildcraft,4.1,(207 Reviews),Private,Bangalore + 32 more,24 years old,1k-5k Employees (India)
5,Sapiens,3.9,(207 Reviews),Private,"Holon,Tel Aviv + 2 more",40 years old,1k-5k Employees (India)
6,Nuance Transcrip...,3.9,(207 Reviews),Private,"Burlington,Massachusetts + 9 more",23 years old,1k-5k Employees (India)
7,Sunflag Iron and...,4.1,(207 Reviews),Private,"Nagpur,Maharashtra + 12 more",38 years old,201-500 Employees (India)
8,Aka Logistics,3.2,(207 Reviews),Public,"Kolkata,West Bengal + 26 more",14 years old,1k-5k Employees (India)
9,Kcc Buildcon,4.1,(207 Reviews),Private,"Gurgaon/Gurugram,Haryana + 30 more",13 years old,201-500 Employees (India)
10,Entrata India,4.3,(207 Reviews),Private,"Provo,Utah",19 years old,501-1k Employees (India)
11,Resurgent India,4.8,(207 Reviews),Private,Gurgaon + 9 more,17 years old,201-500 Employees (India)
12,Philips Innovati...,4.0,(207 Reviews),Public,Amsterdam + 7 more,24 years old,1k-5k Employees (India)
13,Synergy Property...,4.0,(207 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 21 more",19 years old,201-500 Employees (India)
14,Johnson Matthey,4.1,(207 Reviews),Private,London + 12 more,205 years old,501-1k Employees (India)
15,Aludecor Laminat...,4.1,(207 Reviews),Private,"Kolkata,West Bengal + 24 more",18 years old,201-500 Employees (India)
16,Thought Focus,3.8,(207 Reviews),Private,"Milwaukee,Wisconsin + 4 more",18 years old,1k-5k Employees (India)
17,NortonLifeLock's...,4.2,(537 Reviews),Private,"Mountain View,California + 3 more",40 years old,501-1k Employees (India)
18,Mukand,3.8,(312 Reviews),Public,"Mumbai,Maharashtra + 13 more",85 years old,1k-5k Employees (India)
19,Indian Bank,3.7,(209 Reviews),Private,Chennai + 51 more,115 years old,10k-50k Employees (India)
20,National Payment...,3.4,(206 Reviews),Private,"Mumbai,Maharashtra + 8 more",17 years old,501-1k Employees (India)
21,Delhi Metro Rail...,4.1,(206 Reviews),Public,"Delhi/NCR,New Delhi + 17 more",27 years old,10k-50k Employees (India)
22,Roki Minda Co,4.5,(206 Reviews),Private,Bawal + 14 more,12 years old,51-200 Employees (India)
23,B2x Service Solu...,3.5,(206 Reviews),Private,"Munich,Bavaria + 30 more",15 years old,201-500 Employees (India)
24,The Louis Berger...,4.0,(206 Reviews),Private,Montreal + 28 more,137 years old,10k-50k Employees (India)
25,GSP Crop Science,3.9,(206 Reviews),Private,"Ahmedabad,Gujarat + 25 more",37 years old,501-1k Employees (India)
26,Shangri-la Hotel...,4.4,(206 Reviews),Public,Hong Kong + 16 more,51 years old,501-1k Employees (India)
27,Wintax Solution,4.8,(206 Reviews),Partnership,"Surat,Gujarat + 57 more",4 years old,11-50 Employees (India)
28,Aliens Group,3.7,(206 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",18 years old,501-1k Employees (India)
29,Gyproc,4.1,(205 Reviews),Mumbai + 25 more,,,
0,Nesma & Partners,4.4,(205 Reviews),Private,Jeddah + 15 more,41 years old,51-200 Employees (India)
1,Shivam Infocom,3.8,(205 Reviews),Private,"Delhi/NCR,Delhi + 29 more",19 years old,1k-5k Employees (India)
2,East India Udyog,4.0,(205 Reviews),Public,"Ghaziabad,Uttar Pradesh + 27 more",56 years old,201-500 Employees (India)
3,Eastern Condimen...,4.0,(205 Reviews),Private,"Idukki,Kerala + 37 more",39 years old,1k-5k Employees (India)
4,Joyalukkas,4.1,(205 Reviews),Private,Dubai + 50 more,35 years old,201-500 Employees (India)
5,Algonomy,4.2,(205 Reviews),Private,"Bangalore,Karnataka + 9 more",18 years old,201-500 Employees (India)
6,Alfa Laval,4.1,(205 Reviews),Private,"Lund,Skane + 16 more",139 years old,1k-5k Employees (India)
7,Seven Hills Hosp...,4.0,(205 Reviews),Private,"Mumbai,Maharashtra + 9 more",36 years old,1k-5k Employees (Global)
8,Gyproc,4.1,(205 Reviews),Mumbai + 25 more,,,
9,LiquidHub,3.8,(205 Reviews),Private,Wayne + 7 more,21 years old,1k-5k Employees (India)
10,Silver Touch Tec...,3.7,(205 Reviews),Public,"Ahmedabad,Gujarat + 20 more",30 years old,1k-5k Employees (India)
11,Shriram Chits,3.7,(205 Reviews),Private,"Mumbai,Maharashtra + 69 more",48 years old,1k-5k Employees (India)
12,Nuziveedu Seeds,4.2,(205 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 41 more",49 years old,1k-5k Employees (India)
13,IPE Global,4.2,(205 Reviews),Public,New Delhi + 53 more,24 years old,1k-5k Employees (India)
14,Western Refriger...,4.4,(205 Reviews),Private,"Mumbai,Maharashtra + 27 more",50 years old,501-1k Employees (India)
15,DealShare,3.4,(205 Reviews),Private,"Jaipur,Rajasthan + 32 more",4 years old,201-500 Employees (India)
16,Basicfirst Learn...,3.6,(205 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 25 more",4 years old,51-200 Employees (India)
17,Konecranes,4.0,(205 Reviews),Private,Hyvinkää + 9 more,47 years old,501-1k Employees (India)
18,Athenahealth Tec...,4.4,(205 Reviews),Private,"Sydney,New South Wales + 5 more",25 years old,1k-5k Employees (India)
19,ALTEN,3.7,(483 Reviews),Private,Paris + 9 more,34 years old,1k-5k Employees (India)
20,RCL-PRIYA CEMENT,4.0,(204 Reviews),"Hyderabad/Secunderabad,Telangana + 28 more",48 years old,1-10 Employees (India),
21,Stellar Value Ch...,3.6,(204 Reviews),Private,"Mumbai,Maharashtra + 27 more",6 years old,1k-5k Employees (India)
22,Bses Yamuna Powe...,3.7,(204 Reviews),New Delhi + 1 more,20 years old,501-1k Employees (India),
23,Mfar Constructio...,4.0,(204 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",26 years old,501-1k Employees (India)
24,Jupiter Hospital,4.1,(204 Reviews),Private,"Thane,Maharashtra + 6 more",15 years old,1k-5k Employees (India)
25,Telecom Network ...,4.0,(204 Reviews),Private,"Noida,Uttar Pradesh + 28 more",21 years old,501-1k Employees (India)
26,Moglix,3.7,(204 Reviews),Private,"Singapore,Singapore + 24 more",7 years old,501-1k Employees (India)
27,Allianz Partners,3.8,(204 Reviews),Saint-Ouen + 10 more,8 years old,501-1k Employees (India),
28,EMCO,3.9,(204 Reviews),Public,"Mumbai,Maharashtra + 23 more",58 years old,51-200 Employees (India)
29,Military Enginee...,4.6,(204 Reviews),Public,"Delhi/NCR,Delhi + 49 more",99 years old,51-200 Employees (India)
0,Siemens Healthca...,4.3,(204 Reviews),Private,Erlangen + 18 more,126 years old,1k-5k Employees (India)
1,Bses Yamuna Powe...,3.7,(204 Reviews),New Delhi + 1 more,20 years old,501-1k Employees (India),
2,VVF,4.0,(203 Reviews),Public,Mumbai + 15 more,83 years old,1k-5k Employees (India)
3,Raptakos Brett a...,3.5,(203 Reviews),Public,"Mumbai,Maharashtra + 36 more",92 years old,201-500 Employees (India)
4,Lambda Therapeut...,3.8,(203 Reviews),Private,Ahmedabad + 4 more,24 years old,501-1k Employees (India)
5,NVH India Auto P...,3.6,(203 Reviews),Private,"Buk-gu,Ulsan + 7 more",38 years old,201-500 Employees (India)
6,Nspira Managemen...,3.8,(203 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 18 more",7 years old,1k-5k Employees (India)
7,Park Hospital,3.7,(203 Reviews),"Gurgaon/Gurugram,Haryana + 12 more",40 years old,501-1k Employees (Global),
8,Haldia Petrochem...,3.8,(203 Reviews),Private,Kolkata + 9 more,37 years old,1k-5k Employees (India)
9,Romsons Group Of...,3.9,(203 Reviews),Private,"Agra,Uttar Pradesh + 34 more",70 years old,201-500 Employees (India)
10,Bluechip Corpora...,4.2,(203 Reviews),Private,"Mumbai,Maharashtra + 63 more",26 years old,201-500 Employees (India)
11,Roquette Riddhi ...,3.7,(203 Reviews),Private,Lestrem + 11 more,89 years old,1k-5k Employees (India)
12,Sunwoda,4.2,(203 Reviews),Private,"Greater Noida,Uttar Pradesh + 3 more",25 years old,201-500 Employees (India)
13,Dr. Agarwal's Ey...,4.1,(203 Reviews),Public,"Chennai,Tamil Nadu + 32 more",65 years old,1k-5k Employees (India)
14,Mahindra Susten,4.3,(203 Reviews),Private,"Mumbai,Maharashtra + 24 more",12 years old,501-1k Employees (India)
15,Baroda Global Sh...,3.8,(203 Reviews),Public,Mumbai + 29 more,5 years old,201-500 Employees (India)
16,Danske IT,3.7,(203 Reviews),Private,"Bangalore/Bengaluru,Karnataka",10 years old,1k-5k Employees (India)
17,Glenmark Life Sc...,3.7,(203 Reviews),Public,Mumbai + 10 more,45 years old,201-500 Employees (India)
18,CMR Green Techno...,4.1,(203 Reviews),Public,"Faridabad,Haryana + 15 more",16 years old,1k-5k Employees (India)
19,Landis+Gyr,4.1,(203 Reviews),Public,"Zug,Zug + 8 more",126 years old,501-1k Employees (India)
20,Allanasons,3.7,(202 Reviews),Private,Mumbai + 20 more,157 years old,501-1k Employees (India)
21,Uae Exchange & F...,4.0,(202 Reviews),Private,Abu Dhabi + 66 more,42 years old,501-1k Employees (India)
22,Sharda Universit...,3.8,(202 Reviews),Private,Greater Noida + 10 more,13 years old,1k-5k Employees (India)
23,Ruby Hall Clinic,3.9,(202 Reviews),NGO/NPO,Pune + 5 more,63 years old,201-500 Employees (India)
24,Vayam Info Solut...,3.8,(202 Reviews),Noida + 27 more,12 years old,201-500 Employees (India),
25,Harjai Computers,4.3,(202 Reviews),Private,"Mumbai,Maharashtra + 5 more",27 years old,201-500 Employees (India)
26,Indium Software,4.1,(202 Reviews),Private,"Chennai,Tamil Nadu + 6 more",23 years old,1k-5k Employees (India)
27,Munjal Auto Indu...,3.9,(202 Reviews),Public,"Gurgaon/Gurugram,Haryana + 9 more",37 years old,1k-5k Employees (India)
28,Supr Daily,3.9,(202 Reviews),Private,"Bangalore,Karnataka + 22 more",7 years old,11-50 Employees (India)
29,Bonace Engineers,3.9,(202 Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old,201-500 Employees (India)
